Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 00:00:00,31,23,24.0,0.0,80,17,57,8,30.18,0.0576,5.0,5.0
2024-11-26 01:00:00,31,23,51.0,0.1,97,19,60,9,30.15,0.24009999999999998,6.0,6.0
2024-11-26 02:00:00,32,25,66.0,0.2,98,21,63,8,30.12,0.11559999999999998,7.0,7.0
2024-11-26 03:00:00,33,25,78.0,0.2,100,23,68,9,30.09,0.04839999999999999,7.0,7.0
2024-11-26 04:00:00,33,26,86.0,0.2,100,23,68,8,30.06,0.019600000000000003,8.0,8.0
2024-11-26 05:00:00,33,27,88.0,0.3,100,25,73,7,30.05,0.0144,8.0,8.0
2024-11-26 06:00:00,33,27,88.0,0.3,100,27,77,8,30.04,0.0144,8.0,8.0
2024-11-26 07:00:00,34,27,84.0,0.3,100,27,76,7,30.02,0.02560000000000001,9.0,9.0
2024-11-26 08:00:00,33,26,85.0,0.3,100,27,79,8,30.0,0.022500000000000006,8.0,8.0
2024-11-26 09:00:00,34,27,88.0,0.3,100,29,81,7,29.97,0.0144,8.0,8.0
2024-11-26 10:00:00,35,28,92.0,0.1,100,29,80,8,29.94,0.006399999999999993,8.0,8.0
2024-11-26 11:00:00,35,29,91.0,0.1,100,30,82,8,29.9,0.008099999999999994,6.0,6.0
2024-11-26 12:00:00,34,28,93.0,0.1,100,32,89,7,29.85,0.004899999999999993,4.0,4.0
2024-11-26 13:00:00,35,28,94.0,0.1,100,33,94,9,29.83,0.0036000000000000064,4.0,4.0
2024-11-26 14:00:00,35,28,93.0,0.1,100,33,92,10,29.81,0.004899999999999993,4.0,4.0
2024-11-26 15:00:00,35,28,93.0,0.1,100,32,90,10,29.8,0.004899999999999993,5.0,5.0
2024-11-26 16:00:00,35,27,90.0,0.1,100,32,90,9,29.8,0.009999999999999995,5.0,5.0
2024-11-26 17:00:00,35,28,86.0,0.1,100,32,92,8,29.8,0.019600000000000003,6.0,6.0
2024-11-26 18:00:00,35,28,88.0,0.1,100,32,88,8,29.8,0.7744,6.0,6.0
2024-11-26 19:00:00,35,28,91.0,0.1,100,31,86,8,29.79,0.008099999999999994,7.0,7.0
2024-11-26 20:00:00,35,28,94.0,0.1,100,31,87,8,29.79,0.8835999999999999,8.0,8.0
2024-11-26 21:00:00,34,27,95.0,0.2,100,31,85,10,29.79,0.0025000000000000044,7.0,7.0
2024-11-26 22:00:00,34,27,96.0,0.4,100,30,85,9,29.79,0.001600000000000003,6.0,6.0
2024-11-26 23:00:00,34,26,96.0,0.4,100,29,85,9,29.79,0.001600000000000003,7.0,7.0
2024-11-27 00:00:00,33,25,94.0,0.4,100,29,84,10,29.79,0.0036000000000000064,6.0,6.0
2024-11-27 01:00:00,32,25,94.0,0.4,100,28,85,9,29.8,0.0036000000000000064,6.0,6.0
2024-11-27 02:00:00,29,21,93.0,0.4,100,26,88,9,29.89,0.004899999999999993,3.0,3.0
2024-11-27 03:00:00,29,20,92.0,0.4,100,24,83,11,29.92,0.006399999999999993,3.0,3.0
2024-11-27 04:00:00,28,19,93.0,0.4,100,23,81,10,29.93,0.004899999999999993,3.0,3.0
2024-11-27 05:00:00,28,19,84.0,0.3,100,22,79,9,29.95,0.02560000000000001,6.0,6.0
2024-11-27 06:00:00,27,19,64.0,0.2,100,21,78,9,29.98,0.1296,6.0,6.0
2024-11-27 07:00:00,27,19,67.0,0.2,100,21,77,8,30.0,0.4489000000000001,7.0,7.0
2024-11-27 08:00:00,27,18,57.0,0.1,76,21,76,9,30.01,0.32489999999999997,7.0,7.0
2024-11-27 09:00:00,27,18,41.0,0.1,81,20,77,9,30.04,0.3481000000000001,6.0,6.0
2024-11-27 10:00:00,26,17,57.0,0.1,97,20,77,9,30.05,0.32489999999999997,6.0,6.0
2024-11-27 11:00:00,26,17,61.0,0.1,90,19,74,10,30.05,0.3721,4.0,4.0
2024-11-27 12:00:00,26,17,49.0,0.1,85,19,74,9,30.05,0.24009999999999998,5.0,5.0
2024-11-27 13:00:00,26,16,39.0,0.1,63,19,75,11,30.04,0.1521,4.0,4.0
2024-11-27 14:00:00,26,15,40.0,0.1,75,18,73,12,30.06,0.36,5.0,5.0
2024-11-27 15:00:00,25,15,15.0,0.0,60,15,66,11,30.08,0.0225,0.0,0.0
2024-11-27 16:00:00,23,13,16.0,0.0,49,15,70,10,30.12,0.0256,1.0,-1.0
2024-11-27 17:00:00,20,10,12.0,0.0,57,14,77,9,30.2,0.0144,5.0,5.0
2024-11-27 18:00:00,18,8,9.0,0.0,57,11,75,8,30.26,0.0081,7.0,7.0
2024-11-27 19:00:00,16,6,15.0,0.0,53,9,73,7,30.31,0.0225,8.0,8.0
2024-11-27 20:00:00,16,6,9.0,0.0,43,9,74,7,30.34,0.0081,11.0,11.0
2024-11-27 21:00:00,15,4,9.0,0.0,38,8,73,8,30.36,0.0081,8.0,8.0
2024-11-27 22:00:00,15,5,9.0,0.0,40,8,72,8,30.38,0.0081,9.0,9.0
2024-11-27 23:00:00,16,4,7.0,0.0,39,7,67,9,30.4,0.004900000000000001,16.0,16.0
